semantics 1
# The behaviour fingerprint. See docs/SEMANTICS-VERSION.md §5.
# scenario/pos kind command | verdict | T[trades] E[events] | state last mark bid ask counters | digest

== fifo (fifo, stp=CANCEL_NEWEST, maxOrders=100000, shard=0)
fifo/0347 SUBMIT      u1 S L 102x4 GTC+CANCEL_OLDEST | REJECTED:TRADING_HALTED      | T[] E[REJECTED#229/TRADING_HALTED/REJECTED/0] | HALTED last=103 mark=0 bid=98:14 ask=102:7 n=6 oid=229 tid=38 eid=328 | ddb59a731301cfae
fifo/0348 SUBMIT      u0 B M 101x1 IOC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#230/TRADING_HALTED/REJECTED/0] | HALTED last=103 mark=0 bid=98:14 ask=102:7 n=6 oid=230 tid=38 eid=329 | 9adfe7bb1865df11
fifo/0349 HALT                                 | OK                           | T[] E[] | HALTED last=103 mark=0 bid=98:14 ask=102:7 n=6 oid=230 tid=38 eid=329 | 9adfe7bb1865df11
fifo/0350 REDUCE      u1 <-333 to 1            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=103 mark=0 bid=98:14 ask=102:7 n=6 oid=230 tid=38 eid=329 | 9adfe7bb1865df11
fifo/0351 SUBMIT      u3 S L 103x5 FOK+PO      | REJECTED:TRADING_HALTED      | T[] E[REJECTED#231/TRADING_HALTED/REJECTED/0] | HALTED last=103 mark=0 bid=98:14 ask=102:7 n=6 oid=231 tid=38 eid=330 | 202ab03cea59c8d3
fifo/0352 SUBMIT      u0 B L 103x6 GTC+PO+CANCEL_OLDEST | REJECTED:TRADING_HALTED      | T[] E[REJECTED#232/TRADING_HALTED/REJECTED/0] | HALTED last=103 mark=0 bid=98:14 ask=102:7 n=6 oid=232 tid=38 eid=331 | 84fb4511e025ef74
fifo/0353 RESUME                               | OK                           | T[] E[RESUMED#0] | OPEN last=103 mark=0 bid=98:14 ask=102:7 n=6 oid=232 tid=38 eid=332 | 5c2d573596eeb81d
fifo/0354 SUBMIT      u3 B L 101x3 FOK+PO      | REJECTED:FOK_CANNOT_FILL     | T[] E[REJECTED#233/FOK_CANNOT_FILL/REJECTED/0] | OPEN last=103 mark=0 bid=98:14 ask=102:7 n=6 oid=233 tid=38 eid=333 | 0b5644a05325e0c7
fifo/0355 SUBMIT      u2 B L 100x2 GTC+g1      | NEW                          | T[] E[ACCEPTED#234/NEW/0] | OPEN last=103 mark=0 bid=100:2 ask=102:7 n=7 oid=234 tid=38 eid=334 | 8767258d1826a3b1
fifo/0356 SUBMIT      u3 S L 103x7 GTC+g2      | NEW                          | T[] E[ACCEPTED#235/NEW/0] | OPEN last=103 mark=0 bid=100:2 ask=102:7 n=8 oid=235 tid=38 eid=335 | 06fe43755180f9c9
fifo/0357 SUBMIT      u2 B L 101x1 GTC+g1      | NEW                          | T[] E[ACCEPTED#236/NEW/0] | OPEN last=103 mark=0 bid=101:1 ask=102:7 n=9 oid=236 tid=38 eid=336 | 13bcc586e963cbf0
fifo/0358 REPLACE     u1 S L 104x5 IOC+g2 <-350 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=103 mark=0 bid=101:1 ask=102:7 n=9 oid=236 tid=38 eid=336 | 13bcc586e963cbf0
fifo/0359 REPLACE     u3 S L 102x8 GTC+PO+CANCEL_NEWEST <-344 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=103 mark=0 bid=101:1 ask=102:7 n=9 oid=236 tid=38 eid=336 | 13bcc586e963cbf0

== prorata-shard7 (prorata, stp=CANCEL_NEWEST, maxOrders=100000, shard=7)
prorata-shard7/0000 SUBMIT      u3 S L 98x9 GTC+g1       | NEW                          | T[] E[ACCEPTED#1970324836974593/NEW/0] | OPEN last=0 mark=0 bid=- ask=98:9 n=1 oid=1 tid=0 eid=1 | eeb8f962464fe814
prorata-shard7/0001 SUBMIT      u3 S L 104x6 GTC         | NEW                          | T[] E[ACCEPTED#1970324836974594/NEW/0] | OPEN last=0 mark=0 bid=- ask=98:9 n=2 oid=2 tid=0 eid=2 | 357a59a4ce9a0000
prorata-shard7/0002 SUBMIT      u2 S L 104x5 FOK+CANCEL_BOTH | REJECTED:FOK_CANNOT_FILL     | T[] E[REJECTED#1970324836974595/FOK_CANNOT_FILL/REJECTED/0] | OPEN last=0 mark=0 bid=- ask=98:9 n=2 oid=3 tid=0 eid=3 | 366a2b0b8e5b01f3
prorata-shard7/0003 SUBMIT      u2 B L 102x5 FOK         | FILLED                       | T[1970324836974593:98x5 b1970324836974596 s1970324836974593 m1970324836974593 t1970324836974596 B seq1] E[ACCEPTED#1970324836974596/FILLED/5 TRADE#1970324836974596/98x5] | OPEN last=98 mark=0 bid=- ask=98:4 n=2 oid=4 tid=1 eid=5 | ab9f87d98c050868
prorata-shard7/0004 SUBMIT      u2 B L 101x5 IOC+CANCEL_NEWEST | CANCELLED                    | T[1970324836974594:98x4 b1970324836974597 s1970324836974593 m1970324836974593 t1970324836974597 B seq2] E[ACCEPTED#1970324836974597/CANCELLED/4 TRADE#1970324836974597/98x4 CANCELED#1970324836974597/CANCELLED/4] | OPEN last=98 mark=0 bid=- ask=104:6 n=1 oid=5 tid=2 eid=8 | 5c53e5a76a234cb8
prorata-shard7/0005 REDUCE      u0 <-3 to 2              | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=98 mark=0 bid=- ask=104:6 n=1 oid=5 tid=2 eid=8 | 5c53e5a76a234cb8
prorata-shard7/0006 SUBMIT      u2 B L 101x5 FOK         | REJECTED:FOK_CANNOT_FILL     | T[] E[REJECTED#1970324836974598/FOK_CANNOT_FILL/REJECTED/0] | OPEN last=98 mark=0 bid=- ask=104:6 n=1 oid=6 tid=2 eid=9 | 74c3edd31324ebaa
prorata-shard7/0007 CANCEL      u2 <-2                   | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=98 mark=0 bid=- ask=104:6 n=1 oid=6 tid=2 eid=9 | 74c3edd31324ebaa
prorata-shard7/0008 REPLACE     u2 S L 99x3 GTC <-3      | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=98 mark=0 bid=- ask=104:6 n=1 oid=6 tid=2 eid=9 | 74c3edd31324ebaa
prorata-shard7/0009 SUBMIT      u3 S L 98x7 GTC+CANCEL_BOTH+priv | NEW                          | T[] E[ACCEPTED#1970324836974599/NEW/0] | OPEN last=98 mark=0 bid=- ask=98:7 n=2 oid=7 tid=2 eid=10 | 0267704d8088a9e5
prorata-shard7/0010 CANCEL      u2 <-8                   | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=98 mark=0 bid=- ask=98:7 n=2 oid=7 tid=2 eid=10 | 0267704d8088a9e5
prorata-shard7/0011 SUBMIT      u3 S L 100x3 GTC+CANCEL_OLDEST | NEW                          | T[] E[ACCEPTED#1970324836974600/NEW/0] | OPEN last=98 mark=0 bid=- ask=98:7 n=3 oid=8 tid=2 eid=11 | 79a60285b20132b9
prorata-shard7/0012 SUBMIT      u3 S L 101x4 IOC+DECREMENT+g1 | CANCELLED                    | T[] E[ACCEPTED#1970324836974601/CANCELLED/0 CANCELED#1970324836974601/CANCELLED/0] | OPEN last=98 mark=0 bid=- ask=98:7 n=3 oid=9 tid=2 eid=13 | 737ef82b8c861cda
prorata-shard7/0013 SUBMIT      u3 B L 100x7 GTC         | CANCELLED                    | T[] E[ACCEPTED#1970324836974602/CANCELLED/0 CANCELED#1970324836974602/CANCELLED/0] | OPEN last=98 mark=0 bid=- ask=98:7 n=3 oid=10 tid=2 eid=15 | 5eb015dbd98d1bdf
prorata-shard7/0014 SUBMIT      u2 B L 100x5 FOK         | FILLED                       | T[1970324836974595:98x5 b1970324836974603 s1970324836974599 m1970324836974599 t1970324836974603 B seq3] E[ACCEPTED#1970324836974603/FILLED/5 TRADE#1970324836974603/98x5] | OPEN last=98 mark=0 bid=- ask=98:2 n=3 oid=11 tid=3 eid=17 | 07c7f788c79dae81
prorata-shard7/0015 SUBMIT      u2 S L 103x5 GTC+DECREMENT | NEW                          | T[] E[ACCEPTED#1970324836974604/NEW/0] | OPEN last=98 mark=0 bid=- ask=98:2 n=4 oid=12 tid=3 eid=18 | 34914bf064d7c77a
prorata-shard7/0016 REDUCE      u3 <-10 to 7             | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=98 mark=0 bid=- ask=98:2 n=4 oid=12 tid=3 eid=18 | 34914bf064d7c77a
prorata-shard7/0017 CANCEL_ONLY                          | OK                           | T[] E[CANCEL_ONLY#0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=12 tid=3 eid=19 | b8a4bb150023050e
prorata-shard7/0018 REDUCE      u1 <-4 to 1              | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=12 tid=3 eid=19 | b8a4bb150023050e
prorata-shard7/0019 SUBMIT      u3 S L 100x1 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974605/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=13 tid=3 eid=20 | 37263b9ea335fad4
prorata-shard7/0020 SUBMIT      u1 S L 99x6 GTC+CANCEL_BOTH | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974606/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=14 tid=3 eid=21 | eb930396428804d6
prorata-shard7/0021 CANCEL      u1 <-12                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=14 tid=3 eid=21 | eb930396428804d6
prorata-shard7/0022 SUBMIT      u2 S L 103x3 FOK+PO+CANCEL_NEWEST | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974607/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=15 tid=3 eid=22 | e33162a404f0cd86
prorata-shard7/0023 SUBMIT      u2 B L 103x7 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974608/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=16 tid=3 eid=23 | 1a5a3e17e7f5d0be
prorata-shard7/0024 SUBMIT      u1 S L 101x9 GTC+CANCEL_OLDEST+g1 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974609/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=17 tid=3 eid=24 | fad045afb1126eb0
prorata-shard7/0025 SUBMIT      u2 S L 98x8 GTC+CANCEL_NEWEST | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974610/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=18 tid=3 eid=25 | 0e8ed79ee4bb9823
prorata-shard7/0026 SUBMIT      u3 S L 100x7 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974611/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=19 tid=3 eid=26 | 9dadc314829a0c6d
prorata-shard7/0027 SUBMIT      u0 S M 99x7 GTC          | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974612/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=20 tid=3 eid=27 | 19c3db69c919f989
prorata-shard7/0028 CANCEL      u0 <-11                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=20 tid=3 eid=27 | 19c3db69c919f989
prorata-shard7/0029 CANCEL      u2 <-11                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=20 tid=3 eid=27 | 19c3db69c919f989
prorata-shard7/0030 SUBMIT      u3 B L 104x9 IOC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974613/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=21 tid=3 eid=28 | 515f6298581ea2d0
prorata-shard7/0031 REDUCE      u3 <-9 to 5              | REJECTED:INVALID_QUANTITY    | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=21 tid=3 eid=28 | 515f6298581ea2d0
prorata-shard7/0032 REPLACE     u2 S M 103x1 GTC+CANCEL_OLDEST <-21 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=21 tid=3 eid=28 | 515f6298581ea2d0
prorata-shard7/0033 SUBMIT      u1 S L 101x9 GTC+ALLOW   | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974614/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=22 tid=3 eid=29 | 4c1c9e3cb993303f
prorata-shard7/0034 SUBMIT      u0 B L 100x2 IOC+CANCEL_NEWEST+g2 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974615/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=23 tid=3 eid=30 | dac7cc03c42c42de
prorata-shard7/0035 SUBMIT      u3 B L 102x6 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974616/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=24 tid=3 eid=31 | 862a956a49842b6a
prorata-shard7/0036 CANCEL_ALL  u1                       | CANCELLED n=0                | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=24 tid=3 eid=31 | 862a956a49842b6a
prorata-shard7/0037 REDUCE      u3 <-30 to 2             | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=24 tid=3 eid=31 | 862a956a49842b6a
prorata-shard7/0038 CANCEL      u1 <-28                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=24 tid=3 eid=31 | 862a956a49842b6a
prorata-shard7/0039 REPLACE     u3 S M 99x5 IOC <-35     | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=24 tid=3 eid=31 | 862a956a49842b6a
prorata-shard7/0040 CANCEL      u3 <-38                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=24 tid=3 eid=31 | 862a956a49842b6a
prorata-shard7/0041 CANCEL      u3 <-18                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=24 tid=3 eid=31 | 862a956a49842b6a
prorata-shard7/0042 REDUCE      u2 <-36 to 9             | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=24 tid=3 eid=31 | 862a956a49842b6a
prorata-shard7/0043 SUBMIT      u3 S L 98x7 GTC+CANCEL_OLDEST | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974617/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=25 tid=3 eid=32 | 2cace7cc8f6e5ed2
prorata-shard7/0044 SUBMIT      u3 B L 100x7 GTC+CANCEL_OLDEST | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974618/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=26 tid=3 eid=33 | a0edd4fa99eae9a6
prorata-shard7/0045 SUBMIT      u2 S L 104x2 FOK+g1      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974619/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=27 tid=3 eid=34 | 71d9f8e2f8a51bb8
prorata-shard7/0046 SUBMIT      u2 B L 103x2 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974620/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=28 tid=3 eid=35 | dee63280094d2486
prorata-shard7/0047 SUBMIT      u3 S L 101x7 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974621/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=29 tid=3 eid=36 | 4c38f9e829d931b8
prorata-shard7/0048 CANCEL_ALL  u1                       | CANCELLED n=0                | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=29 tid=3 eid=36 | 4c38f9e829d931b8
prorata-shard7/0049 SUBMIT      u2 B L 102x7 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974622/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=30 tid=3 eid=37 | bd033d72b238a638
prorata-shard7/0050 SUBMIT      u2 S L 103x5 IOC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974623/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=31 tid=3 eid=38 | a91c55807a32922b
prorata-shard7/0051 SUBMIT      u1 S L 98x2 GTC          | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974624/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=32 tid=3 eid=39 | 07087daf84eca2a8
prorata-shard7/0052 SUBMIT      u1 S L 100x7 GTC+g1      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974625/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=33 tid=3 eid=40 | 6ee39653dea5c916
prorata-shard7/0053 SUBMIT      u0 S L 98x9 GTC+g1       | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974626/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=34 tid=3 eid=41 | 1d5819bba19985ae
prorata-shard7/0054 SUBMIT      u1 B L 98x2 GTC          | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974627/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=35 tid=3 eid=42 | 9dd158e3dcdd7197
prorata-shard7/0055 REDUCE      u1 <-34 to 1             | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=35 tid=3 eid=42 | 9dd158e3dcdd7197
prorata-shard7/0056 SUBMIT      u3 S L 101x2 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974628/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=36 tid=3 eid=43 | 89d8731421d6309b
prorata-shard7/0057 SUBMIT      u2 B L 103x4 IOC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974629/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=37 tid=3 eid=44 | bf62c019a3a5d658
prorata-shard7/0058 SUBMIT      u2 S L 100x2 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974630/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=38 tid=3 eid=45 | 341c99752b5a5335
prorata-shard7/0059 SUBMIT      u2 B L 103x2 GTC+g1      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974631/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=39 tid=3 eid=46 | 4d857943324f0b45
prorata-shard7/0060 SUBMIT      u2 B L 104x2 GTC+PO+CANCEL_BOTH+g2 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974632/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=40 tid=3 eid=47 | ae4cdc6b18cb9f06
prorata-shard7/0061 SUBMIT      u2 S L 99x9 GTC+PO       | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974633/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=41 tid=3 eid=48 | 2d3a2d0defc9766c
prorata-shard7/0062 SUBMIT      u1 B L 99x7 FOK+CANCEL_OLDEST+g1 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974634/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=42 tid=3 eid=49 | d8036aa840a61f44
prorata-shard7/0063 CANCEL      u2 <-60                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=42 tid=3 eid=49 | d8036aa840a61f44
prorata-shard7/0064 SUBMIT      u1 B L 104x6 GTC+CANCEL_BOTH+g2 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974635/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=43 tid=3 eid=50 | 9b6b5598199fc4ea
prorata-shard7/0065 SUBMIT      u2 B L 99x5 GTC          | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974636/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=44 tid=3 eid=51 | a206174ec366e8b7
prorata-shard7/0066 SUBMIT      u3 S L 101x9 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974637/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=45 tid=3 eid=52 | 45edb63557527d2f
prorata-shard7/0067 SUBMIT      u2 S L 102x2 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974638/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=46 tid=3 eid=53 | 0f49f4f9b788c47c
prorata-shard7/0068 CANCEL      u1 <-7                   | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=46 tid=3 eid=53 | 0f49f4f9b788c47c
prorata-shard7/0069 SUBMIT      u0 S L 103x6 FOK+g1      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974639/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=47 tid=3 eid=54 | 9cd070b9e5fa908b
prorata-shard7/0070 SUBMIT      u2 B L 101x2 GTC+CANCEL_BOTH | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974640/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=48 tid=3 eid=55 | dce7080e11764b3a
prorata-shard7/0071 CANCEL      u1 <-52                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=98:2 n=4 oid=48 tid=3 eid=55 | dce7080e11764b3a
prorata-shard7/0072 CANCEL_ALL  u3                       | CANCELLED n=3                | T[] E[CANCELED#1970324836974599/CANCELLED/5 CANCELED#1970324836974600/CANCELLED/0 CANCELED#1970324836974594/CANCELLED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=103:5 n=1 oid=48 tid=3 eid=58 | da6a8fc7cecb3b8a
prorata-shard7/0073 REPLACE     u0 B L 102x2 GTC+CANCEL_NEWEST+g2 <-69 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=103:5 n=1 oid=48 tid=3 eid=58 | da6a8fc7cecb3b8a
prorata-shard7/0074 SUBMIT      u3 S L 103x1 FOK         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974641/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=103:5 n=1 oid=49 tid=3 eid=59 | 2cea8658b1f21b36
prorata-shard7/0075 CANCEL      u3 <-56                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=103:5 n=1 oid=49 tid=3 eid=59 | 2cea8658b1f21b36
prorata-shard7/0076 SUBMIT      u0 B L 104x4 IOC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974642/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=103:5 n=1 oid=50 tid=3 eid=60 | f94d2f84d25f2ea9
prorata-shard7/0077 SUBMIT      u2 B M 100x5 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974643/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=103:5 n=1 oid=51 tid=3 eid=61 | 429bb645f4bcfa76
prorata-shard7/0078 SUBMIT      u3 S L 100x7 GTC+CANCEL_BOTH+g1 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974644/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=103:5 n=1 oid=52 tid=3 eid=62 | 28e17c85bbaa08ba
prorata-shard7/0079 CANCEL      u2 <-70                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=98 mark=0 bid=- ask=103:5 n=1 oid=52 tid=3 eid=62 | 28e17c85bbaa08ba
prorata-shard7/0080 SUBMIT      u2 B L 103x5 GTC+ALLOW+g2 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#1970324836974645/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=98 mark=0 bid=- ask=103:5 n=1 oid=53 tid=3 eid=63 | bfc9d2c4ad71edf9
prorata-shard7/0081 HALT                                 | OK                           | T[] E[HALTED#0] | HALTED last=98 mark=0 bid=- ask=103:5 n=1 oid=53 tid=3 eid=64 | 4f979518e6048aae
prorata-shard7/0082 SUBMIT      u1 B M 104x1 IOC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#1970324836974646/TRADING_HALTED/REJECTED/0] | HALTED last=98 mark=0 bid=- ask=103:5 n=1 oid=54 tid=3 eid=65 | f20bc27e83c5453a
